"R0000100","R0069500","R0536300","R0536402","R0538700","R0554500","R0554800","R1201300","R1236000","R1482600","R1487700","R2463300","R2600200","R2729700","R3481900","R3776700","R3876300","R3884701","R3885200","R3885300","R3885400","R3899100","R3923600","R3925200","R3925300","R5511700","R9829600","S7513500","S7521300","S7521400","S7521500","S7521600","S7521700","S7521800","S7521900","S7522000","S7522100","T0013900","T0022000","T0022100","T0022200","T0022300","T0022400","T0022500","T0022600","T0022700","Z9083800"
1140,2,1,1984,1,5,7,2,2,4,0,2,2,1,1,2,15,9,1,4,2,1,2,0,0,14,99294,16,1000,-4,-4,-4,-4,-4,-4,-4,-4,17,4200,5455,-4,-4,-4,-4,-4,-4,17
1141,2,1,1983,1,4,5,1,2,4,0,2,-3,1,2,3,16,9,1,3,1,0,1,0,2,16,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,13
1142,3,1,1980,1,1,1,1,3,4,3,3,1,1,3,3,19,9,4,4,2,0,1,1,1,16,55647,9,800,3837,1000,-4,-4,-4,-4,-4,-4,9,833,-4,-4,-4,-4,-4,-4,-4,9
1143,2,2,1982,1,1,1,1,3,4,0,3,1,1,3,3,17,11,4,4,2,0,1,1,1,14,84773,13,1235,1600,-4,-4,-4,-4,-4,-4,-4,14,1000,1235,-4,-4,-4,-4,-4,-4,14
1144,1,2,1983,1,1,1,1,2,4,3,2,1,1,2,3,16,9,4,4,2,0,1,0,3,12,56860,9,1731,1820,-4,-4,-4,-4,-4,-4,-4,9,-3,-4,-4,-4,-4,-4,-4,-4,9
1145,1,2,1982,1,-2,1,1,2,4,0,2,1,1,2,3,17,10,1,4,2,0,1,0,3,17,88647,16,1812,465,-4,-4,-4,-4,-4,-4,-4,16,2579,-3,-4,-4,-4,-4,-4,-4,16
1146,2,2,1984,1,-2,1,1,2,4,0,2,2,1,2,2,15,8,1,4,2,0,1,0,0,13,73490,15,1116,-4,-4,-4,-4,-4,-4,-4,-4,16,2283,-4,-4,-4,-4,-4,-4,-4,16
1147,2,1,1980,1,2,3,1,3,4,2,3,1,1,2,5,20,13,1,9,5,0,-4,0,1,9,-4,18,1423,-4,-4,-4,-4,-4,-4,-4,-4,19,1575,-4,-4,-4,-4,-4,-4,-4,20
1148,2,2,1981,1,2,3,1,3,4,0,3,1,1,4,3,18,11,1,10,6,0,1,0,2,17,-4,12,1493,-4,-4,-4,-4,-4,-4,-4,-4,12,1672,-4,-4,-4,-4,-4,-4,-4,12
1149,2,2,1983,1,2,3,1,2,4,0,2,1,1,1,3,16,10,1,9,5,0,1,1,0,15,-4,17,988,-4,-4,-4,-4,-4,-4,-4,-4,18,2035,1200,-4,-4,-4,-4,-4,-4,20
1150,1,1,1984,1,5,1,1,2,4,2,2,2,1,1,2,15,8,4,5,3,0,1,1,0,10,64591,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,11,-4,-4,-4,-4,-4,-4,-4,-4,18
1151,1,2,1984,1,5,5,1,2,4,2,2,2,1,2,2,15,8,4,5,4,0,1,1,0,14,63074,16,-3,-3,625,-4,-4,-4,-4,-4,-4,16,1100,1400,-4,-4,-4,-4,-4,-4,18
1152,2,2,1980,5,0,2,3,3,2,3,3,1,1,2,3,19,11,1,4,1,0,1,1,3,15,35676,13,1060,-4,-4,-4,-4,-4,-4,-4,-4,13,1200,3600,1065,-4,-4,-4,-4,-4,13
1153,1,2,1983,5,0,2,3,2,2,1,2,2,1,1,2,17,8,1,4,1,0,1,0,3,12,12720,12,1080,1147,-4,-4,-4,-4,-4,-4,-4,12,1242,-3,-4,-4,-4,-4,-4,-4,15
1154,1,2,1983,1,3,3,1,2,4,2,2,1,1,3,3,16,10,4,5,3,0,1,0,0,18,61185,16,1478,850,-4,-4,-4,-4,-4,-4,-4,16,1731,1300,-4,-4,-4,-4,-4,-4,20
1155,1,1,1982,1,4,5,1,2,4,0,3,2,1,3,3,17,11,1,4,2,1,2,4,3,15,51844,14,1926,-4,-4,-4,-4,-4,-4,-4,-4,14,1751,-4,-4,-4,-4,-4,-4,-4,14
1156,2,2,1984,1,1,-2,3,2,4,0,2,-3,1,1,3,15,9,1,4,1,1,2,1,1,14,20373,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,12,1068,1321,1175,1452,1200,-4,-4,-4,12
1157,2,1,1980,1,3,1,2,2,2,1,3,2,1,1,-4,19,12,1,7,4,1,-4,0,0,17,44559,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,13,275,1000,850,1400,1500,-4,-4,-4,15
1158,2,1,1981,1,2,3,1,1,4,1,3,3,1,1,3,18,12,1,5,1,0,3,4,1,15,-4,16,1343,-3,979,-4,-4,-4,-4,-4,-4,16,1296,-4,-4,-4,-4,-4,-4,-4,16
1159,3,1,1982,1,-4,-4,-4,3,4,2,2,-3,1,1,3,17,10,1,6,4,1,1,3,3,16,-4,14,2159,1408,-4,-4,-4,-4,-4,-4,-4,15,2435,-4,-4,-4,-4,-4,-4,-4,15
1160,1,2,1982,4,-4,-4,-4,4,4,0,3,4,1,3,3,17,11,1,5,1,1,4,0,0,15,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,16,-3,-3,-4,-4,-4,-4,-4,-4,16
1161,2,1,1981,1,3,3,1,2,4,2,3,2,1,1,3,18,12,1,4,1,1,2,2,2,18,26462,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,12,-4,-4,-4,-4,-4,-4,-4,-4,20
1162,2,1,1980,1,3,2,1,2,4,2,3,2,1,2,5,19,13,-3,3,0,1,-4,2,3,16,85744,16,1923,-4,-4,-4,-4,-4,-4,-4,-4,16,1971,-4,-4,-4,-4,-4,-4,-4,16
1163,1,1,1983,1,3,2,1,4,4,2,1,2,3,3,3,16,10,3,6,3,1,2,0,0,16,85523,16,1250,1550,-4,-4,-4,-4,-4,-4,-4,16,1100,-3,1731,-4,-4,-4,-4,-4,19
1164,2,1,1982,1,-4,-4,-4,2,4,2,2,2,1,2,3,17,10,4,5,2,1,2,0,3,16,86187,15,1350,-4,-4,-4,-4,-4,-4,-4,-4,15,1350,-4,-4,-4,-4,-4,-4,-4,16
1165,2,2,1983,1,-4,-4,-4,2,4,0,2,2,1,4,3,16,9,4,5,2,1,2,0,1,13,68159,16,1496,900,640,-4,-4,-4,-4,-4,-4,16,1683,-4,-4,-4,-4,-4,-4,-4,16
1166,2,2,1980,1,-4,-4,-4,2,4,6,3,2,1,3,4,20,12,2,3,0,1,-4,6,3,13,-4,15,1000,-4,-4,-4,-4,-4,-4,-4,-4,15,2366,1100,25533,-4,-4,-4,-4,-4,16
1167,2,1,1980,1,3,3,1,2,4,4,3,2,1,1,-4,19,12,1,6,2,1,-4,1,2,17,77174,13,9230,-4,-4,-4,-4,-4,-4,-4,-4,13,5769,-4,-4,-4,-4,-4,-4,-4,13
1168,2,1,1981,1,3,3,1,2,4,5,-5,-5,1,1,3,18,9,1,6,2,1,2,0,1,13,28548,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,9
1169,2,2,1983,1,3,3,1,2,4,0,2,2,1,3,3,16,9,1,6,2,1,2,0,2,16,19887,12,-3,1500,1550,-4,-4,-4,-4,-4,-4,12,1296,3038,-4,-4,-4,-4,-4,-4,12
1170,2,1,1981,1,2,-2,1,2,4,3,3,2,1,1,3,18,12,1,4,1,1,2,1,0,16,97589,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,16
1171,1,1,1984,1,2,-2,1,2,4,1,2,2,1,3,3,15,9,1,4,1,1,2,2,3,16,83906,16,1800,-4,-4,-4,-4,-4,-4,-4,-4,17,1453,1900,-4,-4,-4,-4,-4,-4,20
1172,2,1,1981,1,-4,-4,-4,2,4,0,3,2,1,3,3,18,11,4,3,1,1,2,0,0,13,-4,12,1065,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,12
1173,1,2,1983,1,-4,-4,-4,2,4,3,2,2,1,2,3,16,10,4,3,1,1,2,2,0,16,-4,16,2019,1400,2200,-3,-4,-4,-4,-4,-4,16,1750,-3,-4,-4,-4,-4,-4,-4,16
1174,2,1,1983,1,3,5,1,2,4,0,1,3,3,2,3,16,10,1,3,1,1,3,0,1,-5,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,14
1175,1,2,1982,1,5,7,1,1,4,0,3,1,1,2,3,18,11,4,3,1,1,1,0,1,13,76363,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,17,2514,1900,2000,64,850,-4,-4,-4,17
1176,1,1,1984,1,5,7,1,1,4,3,2,3,1,3,2,15,8,4,3,1,1,1,1,1,14,11057,14,1180,1000,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,14
1177,2,2,1982,1,-4,-4,-4,1,4,0,3,1,1,2,3,17,10,4,4,3,0,1,0,1,9,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,18
1178,2,1,1982,1,3,5,1,2,4,3,2,2,1,1,3,17,11,9,2,1,1,2,0,1,18,96986,16,1000,-4,-4,-4,-4,-4,-4,-4,-4,16,950,1000,-4,-4,-4,-4,-4,-4,16
1179,2,1,1982,1,4,5,1,2,4,0,2,2,1,2,3,17,11,4,3,2,1,2,2,3,5,59301,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,14,-3,700,-4,-4,-4,-4,-4,-4,14
1180,2,1,1984,1,4,5,1,2,4,3,2,2,1,4,2,15,9,4,3,2,1,-3,0,0,15,79907,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,12,525,-4,-4,-4,-4,-4,-4,-4,12
1181,2,2,1982,1,3,5,1,2,4,0,2,2,1,2,3,17,11,1,4,2,1,2,0,0,16,98082,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,14
1182,2,2,1980,1,3,2,1,2,4,2,3,2,1,2,-4,19,12,1,5,2,1,-4,0,1,-5,48873,14,1620,-4,-4,-4,-4,-4,-4,-4,-4,14,1661,-4,-4,-4,-4,-4,-4,-4,16
1183,2,1,1982,1,3,2,1,2,4,2,2,2,1,3,3,17,11,1,5,2,1,2,1,1,11,38968,12,-4,1867,-4,-4,-4,-4,-4,-4,-4,12,-4,1950,-4,-4,-4,-4,-4,-4,12
1184,2,1,1980,1,2,5,1,2,2,9,3,1,1,1,3,19,12,4,3,1,1,2,0,3,17,50407,12,2500,1365,-3,1000,-4,-4,-4,-4,-4,12,2500,1980,760,-4,-4,-4,-4,-4,14
1185,2,1,1983,1,2,5,1,2,2,5,2,-3,1,3,3,16,10,4,3,1,1,2,4,3,17,92172,13,1394,1300,-4,-4,-4,-4,-4,-4,-4,13,997,1900,1394,-4,-4,-4,-4,-4,13
1186,2,1,1980,1,3,5,1,2,4,0,3,2,1,3,5,19,12,1,6,2,1,-4,0,2,18,87831,16,3077,3042,-4,-4,-4,-4,-4,-4,-4,16,4487,-4,-4,-4,-4,-4,-4,-4,16
1187,2,2,1983,1,3,5,1,2,2,0,2,2,1,3,3,16,10,1,6,2,1,2,0,0,8,78417,16,1389,-4,-4,-4,-4,-4,-4,-4,-4,16,1528,-4,-4,-4,-4,-4,-4,-4,16
1188,3,2,1983,1,3,5,1,2,4,0,2,2,1,2,3,16,10,1,6,2,1,2,0,0,13,64764,16,1320,-4,-4,-4,-4,-4,-4,-4,-4,16,1528,-4,-4,-4,-4,-4,-4,-4,16
1189,2,1,1982,1,2,2,1,3,4,0,3,3,3,2,3,17,11,1,6,2,1,2,0,1,14,94937,17,-4,-4,-4,-4,-4,-4,-4,-4,-4,18,238,-4,-4,-4,-4,-4,-4,-4,20
1190,2,2,1981,1,4,2,1,3,2,6,3,3,1,3,3,18,12,4,3,0,1,3,0,3,16,49608,13,2207,-4,-4,-4,-4,-4,-4,-4,-4,14,1000,1400,-4,-4,-4,-4,-4,-4,16
1191,1,1,1981,1,2,2,1,3,4,0,3,3,1,4,3,18,12,10,2,0,1,3,1,0,17,77237,12,1365,-4,-4,-4,-4,-4,-4,-4,-4,12,1654,-4,-4,-4,-4,-4,-4,-4,12
1192,3,1,1980,1,1,5,1,3,4,5,-4,-4,1,4,-4,19,8,4,3,0,1,-4,0,2,11,59803,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,8
1193,1,1,1982,1,2,2,1,3,4,0,3,3,1,1,3,17,11,1,4,2,1,3,0,1,19,92341,14,3300,1989,2750,-4,-4,-4,-4,-4,-4,14,3409,-4,-4,-4,-4,-4,-4,-4,14
1194,1,2,1984,1,2,2,1,3,4,0,2,3,1,3,2,15,9,1,4,2,1,3,0,0,16,93790,14,1265,1000,-4,-4,-4,-4,-4,-4,-4,14,2265,1000,2269,-4,-4,-4,-4,-4,14
1195,3,1,1981,1,-4,-4,-4,3,4,5,3,3,1,3,3,18,10,5,4,2,1,3,2,3,15,-4,12,1192,1000,1000,-4,-4,-4,-4,-4,-4,12,1575,-4,-4,-4,-4,-4,-4,-4,12
1196,2,1,1983,1,-4,-4,-4,3,4,0,-5,-5,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,12,1476,2254,-4,-4,-4,-4,-4,-4,12
1197,1,2,1984,1,-4,-4,-4,3,4,1,-5,-5,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,9
1198,3,1,1980,1,3,3,1,3,4,3,3,-3,1,4,3,19,12,10,3,0,1,3,0,2,11,2924,12,897,-4,-4,-4,-4,-4,-4,-4,-4,12,875,850,-4,-4,-4,-4,-4,-4,12
1199,2,1,1983,1,3,3,1,3,4,2,2,3,1,3,3,16,10,2,5,1,1,3,1,3,13,91272,12,969,1744,1200,-4,-4,-4,-4,-4,-4,12,-3,1060,-4,-4,-4,-4,-4,-4,12
1200,2,2,1980,1,7,2,1,3,4,7,3,-3,1,4,3,19,10,10,3,0,1,-3,0,3,9,17374,10,-4,1146,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,16
1201,1,1,1984,1,7,2,1,3,4,6,2,3,1,2,3,16,9,4,2,1,1,-3,2,1,12,21345,10,1200,1200,-4,-4,-4,-4,-4,-4,-4,10,1350,1200,-4,-4,-4,-4,-4,-4,10
1202,3,1,1981,2,-2,-2,1,2,1,1,3,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,19,24292,12,1300,2186,-4,-4,-4,-4,-4,-4,-4,12,1300,-4,-4,-4,-4,-4,-4,-4,12
1203,2,2,1981,2,4,3,1,4,1,0,2,-3,1,1,3,18,10,4,7,4,1,3,1,0,14,1591,10,35000,-4,-4,-4,-4,-4,-4,-4,-4,10,179,1495,-4,-4,-4,-4,-4,-4,10
1204,1,1,1983,2,4,3,1,4,1,1,1,4,1,1,2,16,8,4,7,4,1,3,3,1,12,10415,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,11,1285,-4,-4,-4,-4,-4,-4,-4,11
1205,2,2,1980,2,1,1,1,3,1,3,3,3,1,2,4,19,12,4,3,1,1,-4,0,0,13,69265,14,6226,1100,2300,-3,-4,-4,-4,-4,-4,15,3201,1868,3721,1100,-4,-4,-4,-4,17
1206,4,2,1984,2,2,-2,1,4,1,0,2,3,1,3,3,15,9,4,7,4,1,3,3,3,11,45529,12,1000,-4,-4,-4,-4,-4,-4,-4,-4,12,-3,-4,-4,-4,-4,-4,-4,-4,13
1207,2,1,1982,2,-4,-4,-4,3,1,0,3,3,1,1,3,17,11,1,4,1,1,3,0,0,18,-4,13,500,2206,-4,-4,-4,-4,-4,-4,-4,13,1847,1124,-4,-4,-4,-4,-4,-4,13
1208,2,1,1982,2,3,2,1,3,1,0,3,3,1,1,3,17,11,4,4,2,1,3,0,0,19,19891,14,1367,775,-4,-4,-4,-4,-4,-4,-4,14,1393,800,-4,-4,-4,-4,-4,-4,16
1209,2,2,1983,2,3,2,1,2,1,0,2,3,1,1,3,16,9,-3,7,4,1,3,1,0,16,5778,12,0,-3,600,-4,-4,-4,-4,-4,-4,12,10000,625,400,-4,-4,-4,-4,-4,12
1210,2,1,1983,2,3,2,1,2,1,1,2,-3,1,1,3,16,9,-3,7,4,1,3,0,0,15,5207,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,11,-4,-4,-4,-4,-4,-4,-4,-4,11
1211,3,1,1980,2,2,-2,1,1,1,0,-4,-4,1,1,-4,19,9,10,1,0,1,-4,0,0,7,17238,9,750,-4,-4,-4,-4,-4,-4,-4,-4,9,2500,-4,-4,-4,-4,-4,-4,-4,9
1212,1,2,1983,2,2,-2,1,3,1,0,2,-3,1,2,3,16,9,10,6,5,1,-3,0,1,16,15333,11,668,-4,-4,-4,-4,-4,-4,-4,-4,11,2167,-4,-4,-4,-4,-4,-4,-4,11
1213,3,1,1984,2,2,-2,1,3,1,5,2,3,1,3,2,15,8,9,3,2,1,3,2,2,19,11276,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,11
1214,1,1,1982,2,3,3,1,3,1,0,2,-3,1,2,3,17,10,4,2,1,1,3,0,0,9,2675,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,12,-4,-4,-4,-4,-4,-4,-4,-4,12
1215,2,1,1980,2,-4,-4,-4,4,1,5,3,4,1,3,5,19,13,4,4,1,1,-4,0,1,15,-4,17,1600,-4,-4,-4,-4,-4,-4,-4,-4,17,1182,3045,800,-4,-4,-4,-4,-4,17
1216,2,2,1982,2,-4,-4,-4,4,1,1,3,4,1,3,3,17,11,4,4,1,1,4,0,0,-5,-4,14,866,700,-4,-4,-4,-4,-4,-4,-4,15,948,-4,-4,-4,-4,-4,-4,-4,-3
1217,2,1,1981,2,3,-2,1,3,1,0,3,3,1,1,3,18,11,4,3,1,1,-3,0,0,19,22537,11,-3,-4,-4,-4,-4,-4,-4,-4,-4,11,-3,800,-4,-4,-4,-4,-4,-4,11
1218,1,1,1983,2,1,-2,1,3,1,0,2,1,1,2,3,16,10,1,4,2,1,1,0,0,17,24370,12,1724,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,12
1219,2,1,1984,2,3,3,1,3,1,1,2,3,1,1,2,15,7,4,5,4,1,3,0,0,-5,4440,10,-3,-4,-4,-4,-4,-4,-4,-4,-4,10,-3,577,-4,-4,-4,-4,-4,-4,10
1220,2,2,1981,2,1,1,1,1,1,0,3,1,1,1,3,18,12,4,2,0,1,1,0,2,9,-4,13,836,-4,-4,-4,-4,-4,-4,-4,-4,13,800,-4,-4,-4,-4,-4,-4,-4,15
1221,2,1,1981,2,-4,-4,-4,1,1,0,3,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,12
1222,2,1,1982,2,7,7,1,1,1,2,3,-3,3,2,3,17,11,4,3,2,1,-3,1,3,12,13782,11,900,800,-4,-4,-4,-4,-4,-4,-4,11,1000,1000,950,-4,-4,-4,-4,-4,11
1223,2,2,1980,2,2,-2,1,1,1,1,3,1,1,2,5,19,13,4,3,1,1,-4,3,3,-5,73106,14,2045,-4,-4,-4,-4,-4,-4,-4,-4,14,2102,1515,-4,-4,-4,-4,-4,-4,17
1224,2,1,1981,2,1,-2,1,1,1,0,3,3,1,2,3,18,11,4,4,2,1,-3,0,0,18,-4,12,1102,700,-3,-4,-4,-4,-4,-4,-4,12,1137,-4,-4,-4,-4,-4,-4,-4,12
1225,2,2,1980,2,2,3,1,1,1,0,3,1,1,3,4,19,12,2,4,1,1,-4,0,0,18,29731,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,14
1226,1,1,1980,2,2,2,1,2,1,2,3,2,3,2,5,19,13,5,2,0,1,-4,0,0,18,57412,13,720,1000,-4,-4,-4,-4,-4,-4,-4,13,1050,6500,750,-4,-4,-4,-4,-4,13
1227,2,2,1983,5,2,4,3,2,3,0,2,3,1,1,3,16,9,1,3,1,1,3,1,2,13,73604,16,-4,-4,-4,-4,-4,-4,-4,-4,-4,16,-4,-4,-4,-4,-4,-4,-4,-4,18
1228,2,1,1980,1,3,3,1,2,4,2,3,3,1,1,5,20,13,1,4,1,1,-4,0,2,16,56036,18,3182,1875,-4,-4,-4,-4,-4,-4,-4,18,2791,-4,-4,-4,-4,-4,-4,-4,19
1229,1,2,1984,1,5,7,1,2,4,0,2,3,1,2,2,15,8,2,6,4,1,3,0,0,17,46246,14,1000,2791,542,-4,-4,-4,-4,-4,-4,15,1538,1865,1000,3000,-4,-4,-4,-4,15
1230,2,1,1984,1,7,7,1,2,4,1,-5,-5,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,15,82549,13,700,900,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,13
1231,2,1,1980,1,5,7,1,2,4,0,3,3,1,1,5,19,13,1,4,1,1,-4,0,1,17,90950,19,700,-4,-4,-4,-4,-4,-4,-4,-4,20,-3,-3,-4,-4,-4,-4,-4,-4,20
1232,2,1,1983,1,5,7,1,2,4,0,2,3,1,1,3,16,10,1,3,1,1,3,2,1,14,39201,17,1216,850,-4,-4,-4,-4,-4,-4,-4,17,1188,-4,-4,-4,-4,-4,-4,-4,17
1233,1,1,1983,1,3,5,1,2,4,0,2,3,1,1,3,16,9,1,3,1,1,3,0,0,17,86220,16,1750,-4,-4,-4,-4,-4,-4,-4,-4,17,-4,-4,-4,-4,-4,-4,-4,-4,19
1234,3,1,1983,1,5,7,1,2,4,2,2,3,1,1,3,16,9,1,4,2,1,3,0,1,17,93480,16,1100,-4,-4,-4,-4,-4,-4,-4,-4,17,1250,-4,-4,-4,-4,-4,-4,-4,19
1235,2,1,1983,1,1,1,1,2,4,0,2,3,1,1,3,16,10,1,5,3,1,3,2,0,16,92624,16,2269,-4,-4,-4,-4,-4,-4,-4,-4,16,2051,-4,-4,-4,-4,-4,-4,-4,16
1236,2,1,1982,1,3,3,1,2,4,1,2,3,1,1,3,17,10,1,3,1,1,3,0,2,17,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,13,1475,-4,-4,-4,-4,-4,-4,-4,13
1237,2,1,1983,1,2,1,1,2,4,0,2,3,1,2,3,16,9,1,4,2,1,3,1,0,15,44271,16,-3,1000,750,500,-4,-4,-4,-4,-4,16,1077,-4,-4,-4,-4,-4,-4,-4,16
1238,1,2,1983,1,3,7,1,2,4,0,2,3,1,1,3,16,9,2,6,4,1,3,0,3,14,-4,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,12,818,844,825,-4,-4,-4,-4,-4,12
1239,2,1,1983,1,3,3,1,2,4,1,2,3,1,3,3,16,10,1,4,2,1,3,0,1,16,98479,14,1000,-4,-4,-4,-4,-4,-4,-4,-4,14,1300,1000,-4,-4,-4,-4,-4,-4,14
1240,1,1,1982,1,1,1,1,2,4,2,2,3,1,1,3,17,10,1,3,1,1,3,1,1,18,49811,16,675,-4,-4,-4,-4,-4,-4,-4,-4,16,2409,925,-4,-4,-4,-4,-4,-4,16
1241,2,2,1981,1,2,3,1,1,4,0,3,1,3,2,3,18,12,4,3,1,1,1,0,1,14,88002,16,2607,1822,-4,-4,-4,-4,-4,-4,-4,16,3462,-4,-4,-4,-4,-4,-4,-4,16
1242,2,2,1984,1,3,3,1,2,4,1,-5,-5,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,18
1243,1,2,1984,1,3,4,1,2,4,0,-5,-5,1,1,2,15,8,1,3,1,1,3,0,1,13,-4,15,800,-4,-4,-4,-4,-4,-4,-4,-4,16,2265,1100,800,-4,-4,-4,-4,-4,20
1244,2,1,1981,1,3,6,1,2,4,0,3,3,1,2,3,18,12,1,4,1,1,3,0,0,13,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,15
1245,2,2,1980,1,3,2,1,3,4,0,3,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,88832,19,-3,-4,-4,-4,-4,-4,-4,-4,-4,20,-3,-4,-4,-4,-4,-4,-4,-4,20
1246,1,2,1980,1,3,4,1,3,4,1,3,-3,1,3,3,19,11,1,8,2,1,2,0,0,15,3750,12,450,-4,-4,-4,-4,-4,-4,-4,-4,12,-3,-4,-4,-4,-4,-4,-4,-4,12
1247,1,1,1982,1,3,4,1,3,4,0,3,2,1,2,3,17,11,1,8,3,1,2,0,0,16,100000,16,800,-4,-4,-4,-4,-4,-4,-4,-4,17,1000,-4,-4,-4,-4,-4,-4,-4,17
1248,2,2,1984,1,3,4,1,2,4,0,2,2,1,2,3,15,9,1,8,2,1,2,0,0,16,74027,16,2500,-3,-3,-4,-4,-4,-4,-4,-4,17,1357,2500,-4,-4,-4,-4,-4,-4,17
1249,2,2,1981,1,5,3,1,3,4,2,3,2,1,2,3,19,12,1,4,1,1,2,0,1,16,37433,16,1445,2500,2100,-4,-4,-4,-4,-4,-4,16,1000,1543,2500,1200,-4,-4,-4,-4,16
1250,2,1,1982,1,5,3,1,2,4,1,2,2,1,1,3,17,10,1,4,1,1,2,0,1,14,73351,14,995,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,15
1251,2,1,1981,1,3,4,1,3,4,1,3,2,1,2,3,18,12,1,5,0,1,2,0,0,17,87686,18,1163,1500,-4,-4,-4,-4,-4,-4,-4,18,1377,500,-4,-4,-4,-4,-4,-4,20
1252,4,1,1982,1,3,4,1,2,2,5,2,2,1,2,3,18,10,6,5,0,1,2,3,1,15,74940,15,60000,-4,-4,-4,-4,-4,-4,-4,-4,15,-4,-4,-4,-4,-4,-4,-4,-4,15
1253,2,2,1984,1,5,3,1,2,4,0,2,2,1,1,3,15,9,1,4,2,1,2,0,0,16,63285,16,3333,1100,750,3000,-4,-4,-4,-4,-4,16,1368,-4,-4,-4,-4,-4,-4,-4,16
1254,2,2,1982,1,-4,-4,-4,3,4,1,3,2,1,3,3,17,11,1,4,1,1,2,0,3,12,100000,17,1500,1000,-4,-4,-4,-4,-4,-4,-4,17,1736,-4,-4,-4,-4,-4,-4,-4,95
1255,2,1,1982,3,-4,-4,-4,4,4,0,-5,-5,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,9
1256,3,2,1984,3,-4,-4,-4,1,4,2,-5,-5,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,7,800,900,-3,-4,-4,-4,-4,-4,-4,7,1589,990,-4,-4,-4,-4,-4,-4,14
1257,2,2,1984,1,3,3,1,1,4,2,2,4,1,2,3,16,9,4,4,2,1,4,3,3,17,10048,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,18
